number.json,type,content
13136.json,true,"['accord', 'independ', 'expert', ',', 'donald', 'trump', 'tax', 'plan', 'would', 'blow', 'debt', '$', '<num>', 'trillion', 'would', 'instanc', 'disadvantag', 'middle-class', 'famili', 'compar', 'wealthi', '.']"
5615.json,half-true,"['say', 'presid', 'barack', 'obama', 'posit', 'gay', 'marriag', '.']"
2191.json,false,"['democrat', 'plan', 'extend', 'bush', 'tax', 'cut', '.']"
7752.json,mostly-true,"['then-gov', '.', 'carl', 'sander', 'put', '<num>', 'percent', 'state', 'budget', 'educ', ',', 'figur', 'achiev', 'sinc', '.']"
10288.json,mostly-true,"['say', 'presid', 'barack', 'obama', 'lost', 'member', 'hous', 'member', 'senat', 'presid', 'ever', 'lost', 'modern', 'time', '.']"
3143.json,half-true,"['presid', 'barack', 'obama', 'support', 'immigr', 'amnesti', '.']"
4401.json,true,"['say', 'feder', 'govern', 'largest', 'energi', 'user', 'countri', '.']"
12233.json,half-true,"['tax', 'dodg', 'cost', 'develop', 'countri', '$', '<num>', 'billion', 'everi', 'year', '.']"
2207.json,half-true,"['border', 'secur', 'plan', 'sen', '.', 'mccain', 'kyl', 'call', '<num>', 'addit', 'troop', 'keep', 'us', 'safe', '.', 'presid', 'obama', 'say', 'hell', 'send', '<num>', '.']"
4406.json,half-true,"['sherrod', 'brown', 'stood', 'side', 'side', 'presid', 'barack', 'obama', ',', 'presid', 'rapid', 'increas', 'debt', 'last', '<num>', 'year', 'hurtl', 'toward', 'worst', 'job', 'record', 'modern', 'era', '.']"
11470.json,mostly-true,"['georgia', 'highest', 'flu', 'activ', 'countri', '.']"
5986.json,true,"['say', 'one', 'four', 'women', 'one', 'seven', 'men', 'victim', 'domest', 'violenc', 'lifetim', '.']"
4669.json,half-true,"['sherrod', 'brown', 'past', 'decad', 'd.c.', 'politician', ',', 'one', 'everi', 'four', 'job', 'left', 'america', ',', 'left', 'ohio', '.', '...', 'sherrod', 'brown', 'horrend', 'ohio', 'job', 'number', 'next', 'year', '.']"
4501.json,barely-true,"['say', 'romney', 'tout', 'massachusett', 'health', 'plan', 'nation', 'hardcov', 'book', 'delet', 'paperback', 'edit', '.']"
6651.json,barely-true,"['auditor', '[', 'citi', 'provid', ']', 'lock', 'access', 'citi', 'financ', '.']"
10559.json,half-true,"['say', 'often', 'appear', 'oreilli', 'factorand', 'often', 'prais', 'bybilloreilli', '.']"
8289.json,half-true,"['gun', 'peopl', 'unit', 'state', '.']"
11155.json,half-true,"['sinc', 'took', 'offic', ',', 'wisconsin', '2nd', 'highest', 'health', 'care', 'qualiti', 'rank', 'countri', '.']"
9614.json,barely-true,"['obama', 'administr', 'su', 'wisconsin', 'compani', 'forc', 'employe', 'speak', 'english', '.']"
9861.json,pants-fire,"['mcdonald', 'hamburg', '<num>', 'percent', 'real', 'beef', '.', '<num>', 'percent', 'meat', 'filler', 'cleans', 'ammonia', ',', 'caus', 'stomach', 'intestin', 'cancer', '.']"
11622.json,barely-true,"['unit', 'state', '<num>', 'ir', 'agent', 'make', 'sure', 'dont', 'take', 'improp', 'chariti', 'deduct', ',', 'fight', 'terror', ',', 'less', 'two', 'dozen', 'peopl', 'focus', 'counter', 'violent', 'extrem', 'home', '.']"
555.json,half-true,"['throughout', 'time', 'elect', 'offic', ',', 'barack', 'obama', 'taken', 'multipl', 'posit', 'ban', 'handgun', 'd.c.', 'handgun', 'ban', '.']"
1260.json,pants-fire,"['obama', 'white', 'hous', 'renam', 'christma', 'tree', '``', 'holiday', 'tree', '.', ""''""]"
7304.json,false,"['paul', 'ryan-scott', 'walker', '(', 'scott', 'walker-paul', 'ryan', ')', 'ticket', 'white', 'hous', '<num>', 'would', 'unconstitut', 'men', 'live', 'wisconsin', '.']"
8255.json,false,"['one', 'everi', 'three', 'student', 'current', 'today', 'readi', 'colleg', 'go', '.']"
9111.json,true,"['today', 'marijuana', '<num>', 'percent', '<num>', 'percent', 'potent', 'pot', 'yesteryear', '.']"
949.json,false,"['one', 'month', ',', 'democrat', 'spent', 'presid', 'bush', 'spent', 'seven', 'year', 'war', 'iraq', ',', 'war', 'afghanistan', 'hurrican', 'katrina', 'combin', '.']"
8123.json,barely-true,"['texa', 'women', 'make', 'averag', '$', '<num>', 'less', 'per', 'year', 'men', 'job', '.']"
232.json,half-true,"[""'m"", 'prolif', '.', ""'m"", 'go', 'apolog', 'becom', 'prolif', '.', 'ronald', 'reagan', 'follow', 'cours', ',', 'henri', 'hyde', 'georg', 'herbert', 'walker', 'bush', '.', ""'m"", 'proud', 'prolif', '.']"
4575.json,false,"['singl', 'segment', 'propos', 'beltlin', 'intersect', 'marta', 'system', 'marta', 'station', '.']"
3499.json,pants-fire,"['say', 'patient', 'protect', 'afford', 'care', 'act', 'adopt', 'last', 'year', 'contain', 'seri', 'slush', 'fund', ',', 'set', 'stay', 'book', 'automat', ',', 'littl', 'oversight', '.']"
10262.json,true,"['wisconsin', 'nation', 'averag', 'wage', 'growth', 'job', 'growth', '.']"
9288.json,mostly-true,"['roughli', '<num>', 'georgian', '--', '<num>', 'percent', 'state', 'resid', '--', 'gone', 'background', 'check', 'legal', 'obtain', 'georgia', 'weapon', 'carri', 'licens', '.']"
9958.json,mostly-true,"['scott', 'walker', ',', 'right', ',', '46th', 'countri', 'term', 'new', 'busi', 'start', '.']"
4238.json,barely-true,"['say', 'sen.', 'luther', 'olsen', ',', 'recal', 'oppon', ',', 'support', 'sale', 'state-own', 'power', 'plant', 'highest', 'bidder', ',', 'biggest', 'donor', 'oversight', '.']"
11253.json,false,"['<num>', 'million', 'peopl', 'work', '.', 'look', 'job', ',', 'give', ',', 'sudden', ',', 'statist', ',', 'theyr', 'consid', 'employ', '.']"
11257.json,true,"['<num>', 'wealthiest', 'nation', ',', 'one', 'doesnt', 'provid', 'basic', 'health', 'coverag', '.']"
9558.json,half-true,"['<num>', 'percent', 'american', ',', 'lowest', 'ever', ',', 'without', 'health', 'care', '.']"
7059.json,false,"['say', 'romney', 'support', 'law', 'could', 'made', 'common', 'form', 'birth', 'control', 'illeg', '.']"
4768.json,mostly-true,"['public', 'privat', 'busi', 'america', 'except', 'u.s.', 'postal', 'servic', 'must', 'fund', '<num>', 'percent', 'employe', 'retir', 'retir', 'health', 'cost', 'advanc', '.']"
3225.json,false,"['signific', 'driver', 'out-migr', '[', 'rhode', 'island', ']', 'estat', 'tax', '.']"
9808.json,barely-true,"['congress', 'vacat', '.']"
5024.json,false,"['scott', 'walker', 'school-aid', 'cut', 'devast', 'student', 'without', 'chair', 'govern', 'survey', 'found', '<num>', 'kid', 'classroom', '.']"
9272.json,false,"['say', 'attorney', 'gener', 'eric', 'holder', 'recent', 'reveal', 'idea', 'govern', 'gun', 'owner', 'wear', 'special', 'bracelet', 'would', 'identifi', 'gun', 'owner', '.']"
2402.json,true,"['ed', 'schultz', 'said', 'alan', 'grayson', '.']"
961.json,true,"['aig', 'said', 'give', '$', '<num>', 'million', '(', 'retent', 'payment', ')', 'peopl', 'termin', '.']"
11205.json,half-true,"['say', '(', 'iran', 'nuclear', ')', 'deal', 'get', 'reject', ',', 'still', 'get', '$', '<num>', 'billion', '.']"
13253.json,barely-true,"['new', 'york', 'state', 'horribl', ',', 'horribl', 'hurt', 'nafta']"
217.json,barely-true,"['everi', 'singl', 'illeg', 'immigr', 'famili', 'countri', ',', 'cost', '$', '<num>', 'cost', 'us', '$', '<num>', ';', '$', '<num>', 'infrastructur', 'cost', '.', 'pay', '$', '<num>', 'tax', '.']"
9636.json,half-true,"['im', 'run', 'second-largest', 'counti', 'district', 'attorney', 'offic', '<num>', 'staf', 'level', '.']"
13462.json,false,"['@', 'nytim', 'state', 'today', 'djt', 'believ', 'countri', 'acquir', 'nuclear', 'weapon', '.', 'dishonest', '.', 'never', 'said', '!']"
11515.json,barely-true,"['cnbc', 'debat', 'suppos', 'three', 'hour', ',', 'renegoti', 'two', 'hour', '.']"
3781.json,half-true,"['bring', 'enough', 'tax', 'revenu', 'servic', 'debt', ',', 'pay', 'medicar', 'medicaid', 'social', 'secur', ',', 'still', '$', '<num>', '(', 'billion', ')', '$', '<num>', 'billion', 'left', '.']"
9860.json,mostly-true,"['mcdonald', 'worker', 'denmark', 'union', '.', 'earn', '$', '<num>', '/year', '.']"
11120.json,mostly-true,"['sinc', '<num>', ',', 'weve', 'cut', 'homeless', '(', 'among', 'veteran', ')', 'third', '.']"
2933.json,pants-fire,"['cost-sav', 'measur', 'put', 'place', 'columbia/hca', 'drove', 'nation', 'health', 'care', 'inflat', '<num>', '%', '<num>', '%', 'seven', 'year', '.']"
8080.json,false,"['idea', 'contain', '[', 'electron', 'cigarett', ']', 'vapor', '.']"
5647.json,false,"['say', 'new', 'estim', 'congression', 'budget', 'offic', 'conclud', 'final', 'price-tag', 'health', 'care', 'law', 'exceed', '$', '<num>', 'trillion', 'doubl', 'initi', 'report', '.']"
11881.json,mostly-true,"['saysruben', 'kihuen', 'manag', 'minor', 'get', 'one', 'bill', 'pass', 'eight', '<num>', 'introduc', '<num>', 'legisl', 'session', '.']"
11835.json,pants-fire,"['true', 'pictur', 'milwauke', 'renaiss', '<num>', 'year', 'mayor', 'tom', 'barrett', 'leadership', '.']"
3135.json,mostly-true,"['say', 'presid', 'barack', 'obama', 'reveal', 'state', 'union', 'address', 'earmark', '.']"
6385.json,half-true,"['gun', 'murder', 'american', 'home', 'recent', 'year', 'die', 'battlefield', 'iraq', 'afghanistan', '.']"
2921.json,mostly-true,"['poll', 'show', 'right', 'american', 'peopl', 'part', 'think', 'bad', 'idea', 'provid', 'tax', 'cut', 'wealthi', '.']"
2003.json,half-true,"['texa', 'state', 'reps.', 'dan', 'branch', 'jim', 'pitt', ',', 'lieuten', 'hous', 'speaker', 'joe', 'strau', ',', 'help', 'democrat', 'ellen', 'cohen', 'republican', 'challeng', ',', 'event', 'district', '.']"
5886.json,barely-true,"['say', 'vote', 'nanci', 'pelosi', 'speaker', 'hous', '.']"
11279.json,barely-true,"['union', 'creat', 'eight-hour', 'work', 'day', '<num>', '-hour', 'work', 'week', '.', 'henri', 'ford', '.']"
228.json,true,"['five', 'percent', 'american', 'pay', 'half', 'incom', 'tax', 'countri', '.', 'forti', 'percent', 'american', 'pay', 'incom', 'tax', '.']"
4241.json,mostly-true,"['percentag', 'gross', 'domest', 'product', ',', 'defens', 'budget', 'remain', '<num>', 'percent', '.', 'figur', 'low', 'histor', 'standard', '.']"
10533.json,true,"['last', 'year', ',', 'saw', 'first', 'reduct', 'feder', 'prison', 'popul', '<num>', 'year', '.']"
2486.json,pants-fire,"['take', 'much', 'energi', 'make', 'solar', 'panel', 'like', 'gener', 'entir', 'life', '.']"
5020.json,true,"['say', 'america', 'spend', '<num>', 'percent', 'gdp', 'health', 'care', 'cost', 'closest', 'competitor', 'nation', 'spend', '<num>', '.']"
7000.json,true,"['connecticut', 'take', 'slot', 'machin', '<num>', 'cent', 'dollar', '.', 'state', 'take', 'tabl', 'game', ':', 'zero', '.']"
2282.json,mostly-true,"['bill', 'lynch', 'told', 'three', 'lie', 'ten', 'second']"
9498.json,mostly-true,"['say', 'milwauke', 'counti', 'sheriff', 'david', 'clark', 'deputi', 'collect', 'overtim', 'sit', 'passiv', 'chair', 'watch', 'courthous', 'secur', 'personnel', 'work', '.']"
12675.json,half-true,"['independ', 'analyst', 'say', '(', 'donald', 'trump', ')', 'would', 'add', '$', '<num>', 'trillion', 'nation', 'debt', '.']"
503.json,true,"['sen.', 'obama', 'iraq', '.']"
8129.json,barely-true,"['unemploy', 'rise', 'throughout', 'wisconsin', 'paul', 'ryan', 'step', 'advocaci', 'immigr', 'increas', '.']"
13124.json,mostly-true,"['say', 'donald', 'trump', 'one', 'peopl', 'root', 'hous', 'crisi', '.', 'said', 'back', '<num>', ',', 'gee', ',', 'hope', 'collaps', 'go', 'buy', 'make', 'money', '.']"
996.json,half-true,"['geneva', 'convent', 'appli', ',', '<num>', ',', 'war', 'terror', '.']"
10766.json,barely-true,"['money', 'clinton', 'foundat', 'took', 'foreign', 'govern', 'hillari', 'clinton', 'secretari', 'state', 'clearli', 'illeg', '.', 'constitut', 'say', 'cant', 'take', 'stuff', '.']"
160.json,true,"['dodd', 'brought', 'parti', 'togeth', 'pass', 'famili', 'medic', 'leav', 'act', '.']"
3854.json,barely-true,"['plan', 'parenthood', 'rake', '$', '<num>', 'million', 'profit', 'past', 'four', 'year', '.']"
5123.json,false,"['mitt', 'romney', '<num>', 'home', '.']"
6391.json,half-true,"['say', 'romney', 'would', 'add', 'trillion', 'deficit', 'obama', 'would', 'cut', 'deficit', '$', '<num>', 'trillion', '.']"
9347.json,mostly-true,"['canadian', 'middl', 'class', 'incom', 'higher', 'unit', 'state', '.', 'work', 'fewer', 'hour', 'pay', ',', 'live', 'longer', 'averag', ',', 'face', 'less', 'incom', 'inequ', '.']"
8745.json,true,"['obama', 'administr', 'use', 'espionag', 'act', 'go', 'whistleblow', 'leak', 'journalist', '...', 'previou', 'administr', 'combin', '.']"
11934.json,mostly-true,"['sauk', 'citi', ',', 'wisconsin', ',', 'id', 'offic', 'provid', 'identif', 'vote', 'open', 'fifth', 'wednesday', 'everi', 'month', '--', 'total', 'four', 'day', '<num>', '.']"
4986.json,true,"['nevada', 'recent', 'rank', '.', '<num>', 'unemploy', ',', 'foreclosur', ',', 'violent', 'crime', ',', 'person', 'bankruptci', 'divorc', '.']"
2259.json,mostly-true,"['republican', 'candid', 'georgia', 'governor', 'dabbl', 'birther', 'conspiraci', 'theori', '.']"
8559.json,true,"['say', 'new', 'jersey', 'gain', '<num>', 'new', 'private-sector', 'job', '.']"
1092.json,half-true,"['obama', 'administr', 'spent', 'million', 'taxpay', 'dollar', 'roadsid', 'sign', 'tout', 'econom', 'stimulu', '.']"
1728.json,pants-fire,"['link', 'jail', 'lobbyist', 'jack', 'abramoff', 'rep.', 'c.w', '.', 'bill', 'young', '.']"
7536.json,half-true,"['wall', 'street', 'megabank', 'receiv', 'bailout', '<num>', 'get', 'taxpayer-fund', 'advantag', 'avail', 'commun', 'bank', 'ohio', '.']"
10174.json,half-true,"['say', 'rick', 'scott', 'spent', '$', '<num>', 'tax', 'dollar', 'upgrad', 'governor', 'mansion', '.']"
5979.json,barely-true,"['princ', 'william', 'counti', 'cut', 'violent', 'crime', 'half', 'sinc', 'institut', 'crackdown', 'illeg', 'immigr', '.']"
3876.json,pants-fire,"['say', 'ohio', 'consum', 'council', 'offic', 'employ', '<num>', 'lawyer', 'fund', 'wast', 'duplic', '.']"
10755.json,half-true,"['american', 'spend', 'tax', '<num>', 'food', ',', 'cloth', 'hous', 'combin', '.']"
4635.json,barely-true,"['dont', 'think', 'ive', 'ever', 'hire', 'illeg', 'life', '.']"
6770.json,pants-fire,"['say', 'obama', 'sent', '$', '<num>', 'million', 'china', 'build', 'wind', 'farm', 'texa', '.']"
7185.json,true,"['say', 'portland', 'children', 'levi', 'hold', 'administr', 'expens', 'less', '<num>', 'percent', '.']"
6808.json,mostly-true,"['georg', 'allen', 'vote', 'end', 'pell', 'grant', '<num>', 'student', '.']"
8659.json,pants-fire,"['school', 'children', 'earn', 'higher', 'grade', 'studi', 'islam', 'new', 'nationwid', 'muslim', 'outreach', 'program', 'announc', 'presid', 'barack', 'obama', '.']"
11311.json,mostly-true,"['amajor', 'men', 'women', 'stage', 'previous', 'publicli', 'embrac', 'amnesti', '.', 'candid', 'stage', 'never', 'supportedamnesti', '.']"
10679.json,half-true,"['despit', 'rais', 'tax', 'wealthi', 'hike', 'minimum', 'wage', ',', 'minnesota', 'creat', 'job', 'record', 'pace', ',', 'unemploy', 'histor', 'low', ',', 'median', 'incom', 'skyrocket', ',', '(', ')', 'state', 'billion-dollar', 'surplu', '.']"
8417.json,barely-true,"['went', '$', '<num>', 'billion', 'deficit', 'spend', '(', 'presid', 'georg', 'w.', ')', 'bush', 'last', 'year', '$', '<num>', 'trillion', 'follow', 'year', '.']"
5264.json,barely-true,"['propos', 'mine', 'wisconsin', 'two-third', 'size', 'lake', 'winnebago', '.']"
7116.json,half-true,"['say', 'presid', 'barack', 'obama', 'come', 'offic', 'economi', 'free', 'fall', '.']"
3389.json,half-true,"['say', 'rick', 'scott', 'propos', 'budget', 'would', 'lay', '<num>', 'teacher', '.']"
4758.json,barely-true,"['bill', 'support', 'gov', '.', 'scott', 'walker', 'make', 'drunk', 'driver', 'kill', 'easier', 'time', '.']"
4222.json,mostly-true,"['tax', 'increas', 'debt', 'limit', 'bill', '.', 'period', '.']"
2960.json,false,"['[', 'state', 'rep.', 'doug', 'mckillip', ']', 'donor', 'deserv', 'refund', '.']"
10581.json,barely-true,"['sayspresid', 'obama', 'use', 'execut', 'action', 'impos', 'gun', 'control', 'nation', ',', 'target', 'top-sel', 'rifl', 'countri', '...', 'ban', 'one', 'most-us', 'assault', 'rifl', 'bullet', '.']"
5421.json,barely-true,"['without', 'u.s.', 'senat', 'action', ',', 'texa', 'feder', 'judici', 'vacanc', 'year', 'state', '.']"
8591.json,false,"['chang', 'rule', 'filibust', 'presidenti', 'nomine']"
12930.json,barely-true,"['gonzal', 'lose', 'campaign', 'last', 'spring', 'fund', '$', '<num>', 'million', 'support', 'alli', 'governor', 'bruce', 'rauner', '.']"
2882.json,half-true,"['half', 'foreign-born', 'popul', 'rhode', 'island', 'white', '.']"
6698.json,half-true,"['hear', 'frustrat', 'parent', 'teacher', 'fcat', ',', 'next', 'year', 'begin', 'improv', 'test', 'system', '.']"
1068.json,true,"['everi', 'year', 'tobacco', 'kill', 'american', 'world', 'war', 'ii', 'aid', ',', 'cocain', ',', 'heroin', ',', 'alcohol', ',', 'vehicular', 'accid', ',', 'homicid', 'suicid', 'combin', '.']"
7035.json,half-true,"['borrow', '$', '<num>', 'billion', 'everi', 'singl', 'day', ',', 'much', 'china', '.']"
7516.json,mostly-true,"['<num>', 'million', 'job', 'sit', 'vacant', ',', 'part', 'arent', 'enough', 'qualifi', 'applic', 'fill', '.']"
9226.json,half-true,"['last', 'elect', ',', 'koch', 'brother', 'spent', 'three', 'time', 'top', '<num>', 'union', 'spent', 'combin', '.']"
8777.json,mostly-true,"['obama', 'unilater', 'announc', 'delay', 'employ', 'mandat', 'blog', 'post', 'mid-level', 'bureaucrat', 'depart', 'treasuri', '.']"
525.json,half-true,"['john', 'mccain', 'say', 'never', 'support', 'privat', 'social', 'secur', ',', 'even', 'though', 'video', 'show', '.']"
12198.json,false,"['say', 'berni', 'sander', 'nevada', '.']"
2846.json,mostly-true,"['(', 'u.s.', 'sen.-elect', 'ron', ')', 'johnson', 'leadership', ',', 'senat', 'republican', 'adopt', 'caucu', 'ban', 'earmark', '.']"
3061.json,half-true,"['everi', 'dropout', 'cost', 'us', '$', '<num>', 'life', 'person', '.']"
12843.json,false,"['say', 'donald', 'trump', 'go', 'go', 'carpet', 'bomb', 'middl', 'east', '.']"
8001.json,barely-true,"['american', 'want', 'tradit', 'marriag', ',', 'defin', 'defens', 'marriag', 'act', '.']"
7645.json,pants-fire,"['<num>', ',', '<num>', '<num>', 'wisconsin', 'school', 'subpar', 'score', 'depart', 'public', 'instruct', 'recent', 'report', 'card', 'fail', 'children', 'serv', '.']"
388.json,false,"['bog', 'war', 'john', 'mccain', 'suggest', 'might', 'go', 'anoth', '<num>', 'year', '.']"
118.json,true,"['spent', 'approxim', '$', '<num>', '-billion', 'money', 'pork', 'barrel', ',', 'earmark', 'project', '.', 'mayb', 'done', 'right', ',', 'mayb', 'money', 'would', 'gone', 'inspect', 'bridg', 'bridg', 'across', 'countri', '.']"
1706.json,barely-true,"['dubai', 'countri', 'huge', 'amount', 'import', 'worker', ""'s"", 'actual', 'pass', 'legisl', 'give', 'immigr', 'worker', 'better', 'deal', 'middl', 'east', '.']"
12018.json,barely-true,"['nafta', ',', 'support', 'secretari', '(', 'clinton', ')', ',', 'cost', 'us', '<num>', 'job', 'nationwid', '.']"
1646.json,half-true,"['cuba', 'want', 'let', 'chines', 'drill', 'part', 'gulf', 'american', 'produc', 'current', 'forbidden', 'touch', ',', 'close', '<num>', 'mile', 'florida', 'coast', '.']"
3532.json,half-true,"['run', 'senat', 'jim', 'webb', 'retir', '.']"
